140340	ДИСЦИПЛИНИРОВАННОСТЬ - свойство по знач.
247420	НЕРАЗЛОЖИМОСТЬ - свойство по знач.
104908	АССИМИЛЯЦИОННЫЙ - относящийся к ассимиляции.
151803	ЗАДУМЧИВОСТЬ - состояние размышления, погруженности в свои мысли.
337512	ПРЕЖДЕ - до этого времени, раньше.
341802	ПРИКУП - действие по знач.
324115	ПОИМЕННО - по именам.
139617	ДЖОКЕР - в некоторых карточных играх: особая дополнительная карта в колоде, которая может заменить любую другую карту.
317212	ПОДАВЛЕННОСТЬ - состояние по прил.
410008	СИТУАЦИЯ - совокупность условий и обстоятельств, создающих те или иные отношения, обстановку, положение.
124713	ВЫВЕСТИ - увести откуда-л.
345003	ПРИТОК - поступление жидкости, воздуха куда-л.
347705	ПРОГРАММИСТ - специалист, занимающийся программированием.
140603	ДНЕВАЛЬСТВО - исполнение обязанностей дневального.
136203	ДАВНОПРОШЕДШИЙ - происшедший много времени тому назад, в очень давние времена.
259546	ОДНОПУТНЫЙ - с одним путем, железнодорожной колеей.
252810	ОБЕРТКА - действие по глаг.
427209	СТОЛЕТНИЙ - продолжающийся сто лет.
137608	ДЕВЯТЕРО - девять (счетного значения не имеет, употребляется с существительными мужского или общего рода, обозначающими лиц, а также с существительными, имеющими только мн.
467118	ЧЕСТВОВАНИЕ - действие по знач.
121322	ВОРСИНКА - волосок ворса.
263317	ОПУСТОШИТЕЛЬНЫЙ - производящий опустошение (в 1 знач.
318002	ПОДВОДКА - действие по глаг.
413607	СЛЕПОГЛУХОНЕМОТА - врожденные или приобретенные в раннем возрасте (до овладения речью) слепота и глухота и связанная с отсутствием слуха немота.
127827	ВЫСВЕРЛИТЬСЯ - образоваться при сверлении (об отверстии).
421305	СОХРАННО - в целости, невредимо.
337605	ПРЕЗИДИУМ - выборный орган, руководящий собранием или совещанием.
416102	СМЫСЛОВОЙ - связанный с мыслью, с деятельностью рассудка.
327207	ПОЛУЗАСОХШИЙ - почти засохший.
133632	ГОРСТЬ - ладонь и пальцы руки, сложенные так, чтобы можно было ими зачерпнуть, захватить или удержать положенное, насыпанное и т.
242916	НЕВОСПОЛНИМЫЙ - такой, что трудно, невозможно восполнить.
204642	КЕССОН - непроницаемая для воды большая камера, опускаемая на дно моря или реки при подводных работах.
246222	НЕОФОРМЛЕННЫЙ - не получивший законченного внешнего вида, оформления.
452314	УСТАЛЫЙ - ослабевший от продолжительной деятельности, напряжения; утомленный.
335605	ПРАГМАТИКА - раздел семиотики, изучающий свойства знаковой системы, которые возникают в результате отношения к ней пользующихся ею людей.
407916	СЕРДЕЧНО-СОСУДИСТЫЙ - относящийся к сердцу и кровеносным сосудам (артериям, венам).
401507	САЛОТОПЕННЫЙ - относящийся к вытопке сала.
421316	СОЦИАЛИЗАЦИЯ - действие по знач.
461703	ХОЛОДОСТОЙКОСТЬ - свойство по знач.
263114	ОПРОМЕТЧИВЫЙ - действующий, поступающий слишком поспешно, необдуманно, без должной осмотрительности.
471014	ШЕРБЕТ - восточный фруктовый прохладительный напиток.
352114	ПРОСКОК - действие по глаг.
110709	БОМБАРДИРОВКА - действие по знач.
114707	ВЕЛИКОКНЯЖЕСКИЙ - относящийся к великому княжению, к великому князю.
305518	ПЕРЕГОВОРИТЬ - обменяться мнениями о ком-, чем-л.
445115	УВЕЩЕВАНИЕ - действие по знач.
442304	ТУАРЕГИ - народ, составляющий коренное население ряда районов центральной части сахары, алжира и области среднего течения нигера, а также лица, относящиеся к этому народу.
120313	ВОЗЧИК - тот, кто перевозит грузы на лошадях.
467015	ЧЕРТОВЩИНА - по суеверным представлениям: все то, что связано с нечистой силой (чертями, лешими, домовыми и т.
246212	НЕОТСТУПНЫЙ - не отступающий от кого-, чего-л.
431717	СХОДНОСТЬ - свойство по знач.
106307	БАРХАНЫ - песчаные наносные холмы в пустынях и степях, не закрепленные растительностью; материковые дюны.
234425	НАДКЛЮЧИЧНЫЙ - находящийся, расположенный над ключицей (ключицами).
222132	МАЛОПОДГОТОВЛЕННЫЙ - не имеющий достаточной подготовки, достаточных знаний.
129906	ГАЛОШНИЦА - работница галошного производства.
102239	АВТОЛИТОГРАФИЯ - литография с рисунка, выполненного на камне самим автором рисунка.
206514	КОВКА - действие по глаг.
204926	КИНОЛЮБИТЕЛЬ - тот, кто занимается киносъемкой как любитель (во 2 знач.
213615	КРУГЛОЩЕКИЙ - с круглыми, полными щеками.
270006	ОТПИЛИВАНИЕ - действие по знач.
135529	ГУВЕРНЕР - воспитатель в буржуазных и дворянских семьях, обычно иностранец, нанимаемый для воспитания и домашнего образования детей.
240334	НАСЫПАТЬСЯ - сыплясь, попасть куда-л.
430613	СУММОВОЙ - характеризующий что-л.
462802	ХРОНОМЕТРАЖИСТ - тот, кто ведет хронометраж чего-л.
127024	ВЫПИТЬ - проглотить, принять внутрь какую-л.
148721	ЖМУРИТЬ - сжимая веки, прикрывать, щурить (глаза).
320609	ПОДОЙНИК - специальный сосуд, в который доят молоко; дойник.
145907	ДЫМЧАТЫЙ - пепельно-серый, цвета дыма.
475512	ЭЛЕГИЯ - лирическое стихотворение, проникнутое грустью.
438005	ТОНЗУРА - выбритое место на макушке головы у католических духовных лиц.
221219	ЛЯЗГ - звук, издаваемый металлическими предметами при ударе друг о друга или обо что-л.
253042	ОБЕТ - обещание, обязательство, принятое из религиозных побуждений.
128336	ВЫСТИРАТЬ - стирая, отмыть, сделать чистым.
324021	ПОЗОРНЫЙ - такой, который позорит, навлекает позор; постыдный.
124835	ВЫВОЛАКИВАНИЕ - действие по знач.
103105	АКУСТИК - специалист в области акустики.
337505	ПРЕДЫСТОРИЯ - то, что предшествует возникновению, развитию чего-л.
101810	АББАТИСА - настоятельница католического женского монастыря.
430204	СУДОРАБОЧИЙ - рабочий по погрузке, разгрузке и обслуживанию судна.
